,customer_id,age_group,city,occupation,gender,marital status,avg_income,spending,income_utilization,month,payment_type,category
649,ATQCUS0323,25-34,Delhi NCR,Salaried IT Employees,Male,Married,60110,483,0.8035268674097488,June,Debit Card,Electronics
650,ATQCUS1892,45+,Bengaluru,Freelancers,Male,Married,35701,1841,5.156718299207305,August,Debit Card,Electronics
651,ATQCUS3798,21-24,Mumbai,Freelancers,Female,Single,28545,936,3.279033105622701,May,Credit Card,Travel
652,ATQCUS3500,25-34,Delhi NCR,Salaried IT Employees,Male,Single,66107,276,0.41750495408958205,July,UPI,Entertainment
653,ATQCUS3324,21-24,Bengaluru,Salaried Other Employees,Male,Single,32224,641,1.9892005958291956,August,UPI,Travel
654,ATQCUS2268,25-34,Delhi NCR,Government Employees,Female,Married,51207,54,0.10545433241549007,June,Net Banking,Health & Wellness
655,ATQCUS1070,35-45,Delhi NCR,Salaried IT Employees,Male,Married,67024,574,0.856409644306517,October,Debit Card,Travel
656,ATQCUS3336,21-24,Bengaluru,Business Owners,Male,Single,50673,717,1.4149547096086674,May,Debit Card,Health & Wellness
657,ATQCUS3167,21-24,Mumbai,Salaried IT Employees,Male,Single,47939,1389,2.8974321533615637,July,Debit Card,Groceries
658,ATQCUS2060,21-24,Chennai,Salaried Other Employees,Female,Married,30918,371,1.1999482502102337,May,Credit Card,Food
659,ATQCUS3525,25-34,Delhi NCR,Business Owners,Male,Single,69920,845,1.2085240274599542,August,Debit Card,Entertainment
660,ATQCUS0925,35-45,Mumbai,Salaried IT Employees,Male,Married,65117,563,0.8645975705268977,July,Debit Card,Travel
661,ATQCUS1326,35-45,Bengaluru,Freelancers,Male,Married,37775,161,0.4262078093977498,June,UPI,Apparel
662,ATQCUS2384,25-34,Chennai,Salaried IT Employees,Female,Married,64304,128,0.19905449116695695,August,UPI,Apparel
663,ATQCUS0685,25-34,Chennai,Business Owners,Male,Married,71655,1301,1.8156444072290838,August,Debit Card,Groceries
664,ATQCUS1925,45+,Chennai,Salaried Other Employees,Male,Married,44896,186,0.41429080541696367,August,UPI,Apparel
665,ATQCUS0112,21-24,Hyderabad,Salaried IT Employees,Male,Married,46437,75,0.16150914141740422,July,UPI,Apparel
666,ATQCUS1961,45+,Hyderabad,Salaried IT Employees,Male,Married,71312,194,0.2720439757684541,June,Debit Card,Apparel
667,ATQCUS0991,35-45,Mumbai,Business Owners,Male,Married,73236,165,0.22529903326232997,July,Debit Card,Travel
668,ATQCUS0335,25-34,Delhi NCR,Salaried IT Employees,Male,Married,65018,4600,7.07496385616291,September,Credit Card,Travel
669,ATQCUS0338,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64774,1133,1.7491586130237442,May,Debit Card,Bills
670,ATQCUS0136,25-34,Mumbai,Salaried IT Employees,Male,Married,64965,1069,1.645501423843608,August,Credit Card,Apparel
671,ATQCUS0417,25-34,Delhi NCR,Freelancers,Male,Married,34621,2361,6.819560382426851,May,Credit Card,Bills
672,ATQCUS2028,21-24,Delhi NCR,Salaried IT Employees,Female,Married,47347,672,1.4193085095148585,August,Debit Card,Travel
673,ATQCUS3394,21-24,Chennai,Freelancers,Male,Single,26268,169,0.6433683569361961,September,UPI,Entertainment
674,ATQCUS1019,35-45,Mumbai,Freelancers,Male,Married,36428,1974,5.4189085318985395,September,UPI,Bills
675,ATQCUS0428,25-34,Delhi NCR,Freelancers,Male,Married,34926,282,0.8074214052568288,August,Debit Card,Others
676,ATQCUS3406,21-24,Hyderabad,Salaried IT Employees,Male,Single,49562,372,0.7505750373269844,September,Net Banking,Health & Wellness
677,ATQCUS3819,21-24,Delhi NCR,Salaried IT Employees,Female,Single,49389,701,1.4193443884265726,October,Debit Card,Bills
678,ATQCUS2636,35-45,Delhi NCR,Salaried IT Employees,Female,Married,61688,1348,2.185189988328362,September,Debit Card,Groceries
679,ATQCUS2403,25-34,Chennai,Salaried Other Employees,Female,Married,39590,440,1.111391765597373,July,UPI,Food
680,ATQCUS3927,25-34,Mumbai,Salaried Other Employees,Female,Single,39723,56,0.14097626060468746,May,UPI,Others
681,ATQCUS0258,25-34,Mumbai,Freelancers,Male,Married,33743,448,1.3276827786503866,July,Credit Card,Bills
682,ATQCUS3857,21-24,Bengaluru,Business Owners,Female,Single,52601,136,0.2585502176764701,June,Net Banking,Bills
683,ATQCUS1347,35-45,Chennai,Salaried IT Employees,Male,Married,70471,132,0.18731109250613728,October,Net Banking,Electronics
684,ATQCUS3248,21-24,Mumbai,Government Employees,Male,Single,39666,109,0.2747945343619221,May,Net Banking,Food
685,ATQCUS0959,35-45,Mumbai,Salaried Other Employees,Male,Married,44030,427,0.9697933227344993,August,Debit Card,Apparel
686,ATQCUS1955,45+,Hyderabad,Salaried IT Employees,Male,Married,71068,82,0.11538245061068274,October,Net Banking,Apparel
687,ATQCUS3422,21-24,Hyderabad,Salaried IT Employees,Male,Single,48475,499,1.0293965961835998,May,Net Banking,Groceries
688,ATQCUS0571,25-34,Bengaluru,Freelancers,Male,Married,34008,236,0.6939543636791343,September,Net Banking,Food
689,ATQCUS2422,25-34,Chennai,Business Owners,Female,Married,69149,717,1.0368913505618302,July,UPI,Health & Wellness
690,ATQCUS3037,45+,Delhi NCR,Freelancers,Female,Married,37412,40,0.10691756655618519,May,Net Banking,Apparel
691,ATQCUS1344,35-45,Chennai,Salaried IT Employees,Male,Married,65304,381,0.5834252113193679,June,UPI,Apparel
692,ATQCUS1134,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41913,114,0.27199198339417363,September,Net Banking,Others
693,ATQCUS1683,45+,Mumbai,Salaried Other Employees,Male,Married,46791,328,0.7009895065290334,July,UPI,Health & Wellness
694,ATQCUS3824,21-24,Delhi NCR,Salaried Other Employees,Female,Single,31563,507,1.6063111871495106,June,UPI,Travel
695,ATQCUS3547,25-34,Bengaluru,Salaried Other Employees,Male,Single,38309,289,0.7543919183481689,August,Debit Card,Electronics
696,ATQCUS0294,25-34,Mumbai,Government Employees,Male,Married,54343,144,0.2649835305375117,September,Net Banking,Apparel
697,ATQCUS3738,21-24,Mumbai,Salaried IT Employees,Female,Single,48430,448,0.9250464588065249,September,Debit Card,Travel
698,ATQCUS3163,21-24,Mumbai,Salaried IT Employees,Male,Single,48794,246,0.5041603475837193,May,Net Banking,Entertainment
699,ATQCUS3113,45+,Chennai,Government Employees,Female,Married,55606,232,0.4172211631838291,May,Net Banking,Groceries
700,ATQCUS0823,25-34,Hyderabad,Business Owners,Male,Married,69137,109,0.1576579834242157,September,Net Banking,Food
701,ATQCUS2757,35-45,Bengaluru,Business Owners,Female,Married,74309,214,0.2879866503384516,June,UPI,Apparel
702,ATQCUS1707,45+,Mumbai,Business Owners,Male,Married,76726,252,0.32844146703855276,October,Credit Card,Others
703,ATQCUS1608,35-45,Hyderabad,Freelancers,Male,Married,35950,583,1.6216968011126562,September,UPI,Apparel
704,ATQCUS0980,35-45,Mumbai,Salaried Other Employees,Male,Married,42724,121,0.28321318228630277,September,Net Banking,Travel
705,ATQCUS1785,45+,Delhi NCR,Business Owners,Male,Married,75160,1140,1.5167642362959022,July,UPI,Travel
706,ATQCUS1672,45+,Mumbai,Salaried Other Employees,Male,Married,44793,1722,3.8443506797937177,October,UPI,Groceries
707,ATQCUS2154,25-34,Mumbai,Freelancers,Female,Married,35662,1384,3.880881610678032,July,Credit Card,Health & Wellness
708,ATQCUS3707,35-45,Chennai,Freelancers,Male,Single,37863,631,1.666534611626126,October,Net Banking,Health & Wellness
709,ATQCUS0888,25-34,Hyderabad,Government Employees,Male,Married,53995,1831,3.3910547272895637,October,UPI,Entertainment
710,ATQCUS0967,35-45,Mumbai,Salaried Other Employees,Male,Married,41846,124,0.2963246188405105,August,Net Banking,Travel
711,ATQCUS2461,25-34,Hyderabad,Salaried IT Employees,Female,Married,63873,100,0.156560675089631,October,Debit Card,Entertainment
712,ATQCUS0309,25-34,Mumbai,Government Employees,Male,Married,54479,1152,2.1145762587419004,June,Credit Card,Health & Wellness
713,ATQCUS2595,35-45,Mumbai,Salaried Other Employees,Female,Married,40025,241,0.6021236727045597,September,Net Banking,Entertainment
714,ATQCUS1413,35-45,Chennai,Salaried Other Employees,Male,Married,42134,375,0.8900175630132434,May,Debit Card,Travel
715,ATQCUS3614,25-34,Chennai,Government Employees,Male,Single,53053,190,0.3581324336041317,October,UPI,Health & Wellness
716,ATQCUS0076,21-24,Bengaluru,Business Owners,Male,Married,52745,488,0.9252061806806332,October,Credit Card,Entertainment
717,ATQCUS2036,21-24,Delhi NCR,Salaried Other Employees,Female,Married,28349,72,0.2539772126000917,July,Net Banking,Apparel
718,ATQCUS0801,25-34,Hyderabad,Salaried Other Employees,Male,Married,41043,370,0.9014935555393124,June,Credit Card,Apparel
719,ATQCUS2015,21-24,Mumbai,Salaried Other Employees,Female,Married,31166,371,1.1903997946480138,July,Debit Card,Food
720,ATQCUS2805,35-45,Chennai,Salaried IT Employees,Female,Married,67147,92,0.1370128226130728,July,UPI,Apparel
721,ATQCUS1789,45+,Delhi NCR,Business Owners,Male,Married,82969,68,0.08195832178283456,August,Debit Card,Apparel
722,ATQCUS0229,25-34,Mumbai,Business Owners,Male,Married,72185,89,0.12329431322296874,June,Net Banking,Travel
723,ATQCUS1633,35-45,Hyderabad,Freelancers,Male,Married,34354,1219,3.5483495371717995,October,Credit Card,Food
724,ATQCUS0702,25-34,Chennai,Business Owners,Male,Married,70638,705,0.9980463773040007,May,Debit Card,Groceries
725,ATQCUS3109,45+,Chennai,Business Owners,Female,Married,83207,39,0.046871056521686875,October,Net Banking,Others
726,ATQCUS3024,45+,Delhi NCR,Salaried Other Employees,Female,Married,41744,335,0.802510540436949,June,UPI,Entertainment
727,ATQCUS0704,25-34,Chennai,Business Owners,Male,Married,70327,119,0.16920954967508922,June,Net Banking,Electronics
728,ATQCUS0899,35-45,Mumbai,Salaried IT Employees,Male,Married,66072,390,0.5902651652742462,May,Debit Card,Electronics
729,ATQCUS1506,35-45,Chennai,Freelancers,Male,Married,40112,1322,3.2957718388512163,August,Credit Card,Travel
730,ATQCUS3506,25-34,Delhi NCR,Salaried IT Employees,Male,Single,58970,477,0.8088858741733084,September,Debit Card,Electronics
731,ATQCUS0678,25-34,Chennai,Salaried Other Employees,Male,Married,39395,2519,6.394212463510598,June,Credit Card,Travel
732,ATQCUS0542,25-34,Bengaluru,Freelancers,Male,Married,35194,172,0.48871966812524864,May,UPI,Travel
733,ATQCUS2316,25-34,Bengaluru,Business Owners,Female,Married,69119,1181,1.7086474051997278,May,Credit Card,Apparel
734,ATQCUS1883,45+,Bengaluru,Freelancers,Male,Married,39016,95,0.2434898503178183,June,Net Banking,Apparel
735,ATQCUS0548,25-34,Bengaluru,Freelancers,Male,Married,34534,140,0.40539757919731284,September,Debit Card,Groceries
736,ATQCUS0243,25-34,Mumbai,Business Owners,Male,Married,69083,940,1.3606820780799909,August,Credit Card,Travel
737,ATQCUS1505,35-45,Chennai,Freelancers,Male,Married,34635,90,0.25985275010827197,October,Net Banking,Food
738,ATQCUS0343,25-34,Delhi NCR,Salaried IT Employees,Male,Married,64782,507,0.7826248031860703,October,Debit Card,Health & Wellness
739,ATQCUS0072,21-24,Bengaluru,Salaried Other Employees,Male,Married,32159,259,0.8053733014086258,July,Credit Card,Apparel
740,ATQCUS2703,35-45,Delhi NCR,Freelancers,Female,Married,35394,167,0.47183138385037016,May,Debit Card,Entertainment
741,ATQCUS2838,35-45,Chennai,Salaried Other Employees,Female,Married,39869,1571,3.9404048258045097,September,Net Banking,Groceries
742,ATQCUS1517,35-45,Chennai,Government Employees,Male,Married,52895,587,1.1097457226580962,May,UPI,Travel
743,ATQCUS3152,21-24,Mumbai,Salaried IT Employees,Male,Single,50307,452,0.8984833124614865,May,Net Banking,Bills
744,ATQCUS0934,35-45,Mumbai,Salaried IT Employees,Male,Married,64679,553,0.8549915737720126,May,Credit Card,Entertainment
745,ATQCUS1056,35-45,Mumbai,Government Employees,Male,Married,52857,1188,2.2475736420909245,September,Credit Card,Electronics
746,ATQCUS2099,25-34,Mumbai,Salaried IT Employees,Female,Married,59020,76,0.12876990850559134,October,Net Banking,Entertainment
747,ATQCUS2569,35-45,Mumbai,Salaried IT Employees,Female,Married,65409,1054,1.6113990429451603,September,UPI,Travel
748,ATQCUS0826,25-34,Hyderabad,Business Owners,Male,Married,70462,119,0.1688853566461355,October,Net Banking,Apparel
749,ATQCUS3590,25-34,Chennai,Salaried Other Employees,Male,Single,39384,204,0.517976843388178,August,Net Banking,Food
750,ATQCUS3812,21-24,Delhi NCR,Salaried IT Employees,Female,Single,50462,4878,9.666679877927946,September,Credit Card,Health & Wellness
751,ATQCUS1443,35-45,Chennai,Business Owners,Male,Married,72162,613,0.8494775643690585,August,Debit Card,Health & Wellness
752,ATQCUS0521,25-34,Bengaluru,Business Owners,Male,Married,68642,217,0.31613297980828065,October,Debit Card,Electronics
753,ATQCUS1504,35-45,Chennai,Freelancers,Male,Married,35963,247,0.6868170063676556,October,Debit Card,Apparel
754,ATQCUS2004,21-24,Mumbai,Salaried IT Employees,Female,Married,48147,467,0.9699462064095374,May,UPI,Electronics
755,ATQCUS1581,35-45,Hyderabad,Business Owners,Male,Married,71219,1253,1.7593619680141535,August,Credit Card,Health & Wellness
756,ATQCUS3849,21-24,Bengaluru,Salaried IT Employees,Female,Single,49119,132,0.26873511268551886,May,Net Banking,Travel
757,ATQCUS1632,35-45,Hyderabad,Freelancers,Male,Married,37360,635,1.6996788008565311,July,UPI,Apparel
758,ATQCUS3469,25-34,Mumbai,Salaried Other Employees,Male,Single,38351,418,1.0899324659070169,August,Debit Card,Health & Wellness
759,ATQCUS2407,25-34,Chennai,Salaried Other Employees,Female,Married,41540,1066,2.566201251805489,August,Credit Card,Travel
760,ATQCUS1755,45+,Delhi NCR,Salaried IT Employees,Male,Married,73774,197,0.2670317456014314,July,Credit Card,Health & Wellness
761,ATQCUS3624,25-34,Hyderabad,Salaried IT Employees,Male,Single,61740,784,1.2698412698412698,September,Debit Card,Travel
762,ATQCUS0082,21-24,Bengaluru,Freelancers,Male,Married,25301,765,3.0235959053001857,October,Credit Card,Travel
763,ATQCUS3042,45+,Delhi NCR,Government Employees,Female,Married,56320,1367,2.4272017045454546,September,Credit Card,Food
764,ATQCUS3063,45+,Bengaluru,Salaried Other Employees,Female,Married,40838,2335,5.717713893922327,October,UPI,Groceries
765,ATQCUS1172,35-45,Delhi NCR,Freelancers,Male,Married,36243,208,0.5739039262754186,May,Debit Card,Travel
766,ATQCUS3935,25-34,Mumbai,Freelancers,Female,Single,37139,841,2.264465925307628,May,Credit Card,Bills
767,ATQCUS0275,25-34,Mumbai,Freelancers,Male,Married,35963,3128,8.697828323554765,August,Credit Card,Groceries
768,ATQCUS0983,35-45,Mumbai,Salaried Other Employees,Male,Married,39638,127,0.3203996165295928,May,Debit Card,Apparel
769,ATQCUS1580,35-45,Hyderabad,Salaried Other Employees,Male,Married,40724,465,1.1418328258520773,October,Debit Card,Bills
770,ATQCUS0948,35-45,Mumbai,Salaried IT Employees,Male,Married,67739,231,0.3410147773070167,May,Net Banking,Electronics
771,ATQCUS3896,21-24,Hyderabad,Salaried IT Employees,Female,Single,50695,368,0.7259098530427064,July,Net Banking,Groceries
772,ATQCUS2624,35-45,Mumbai,Freelancers,Female,Married,37927,557,1.4686107522345557,August,Net Banking,Travel
773,ATQCUS3239,21-24,Mumbai,Freelancers,Male,Single,28069,62,0.22088424952794897,June,Net Banking,Others
774,ATQCUS0008,21-24,Mumbai,Salaried IT Employees,Male,Married,46854,109,0.2326375549579545,May,Debit Card,Apparel
775,ATQCUS0364,25-34,Delhi NCR,Salaried Other Employees,Male,Married,37978,316,0.8320606667017748,October,UPI,Bills
776,ATQCUS2747,35-45,Bengaluru,Salaried Other Employees,Female,Married,41182,1751,4.251857607692681,June,UPI,Groceries
777,ATQCUS2732,35-45,Bengaluru,Salaried IT Employees,Female,Married,68109,412,0.6049127134446255,October,Debit Card,Entertainment
778,ATQCUS1437,35-45,Chennai,Salaried Other Employees,Male,Married,45523,246,0.5403861784153066,June,Credit Card,Bills
779,ATQCUS1564,35-45,Hyderabad,Salaried Other Employees,Male,Married,41028,71,0.173052549478405,September,Net Banking,Entertainment
780,ATQCUS2064,21-24,Chennai,Business Owners,Female,Married,55305,216,0.39056143205858423,May,UPI,Entertainment
781,ATQCUS2409,25-34,Chennai,Salaried Other Employees,Female,Married,36313,255,0.7022278522843058,October,Net Banking,Electronics
782,ATQCUS0863,25-34,Hyderabad,Freelancers,Male,Married,34349,137,0.3988471280095491,October,Debit Card,Others
783,ATQCUS3271,21-24,Delhi NCR,Salaried Other Employees,Male,Single,27707,1009,3.6416789980871256,May,UPI,Travel
784,ATQCUS3919,25-34,Mumbai,Salaried IT Employees,Female,Single,62998,73,0.11587669449823804,August,Net Banking,Apparel
785,ATQCUS1503,35-45,Chennai,Freelancers,Male,Married,34844,115,0.3300424750315693,October,Net Banking,Food
786,ATQCUS1798,45+,Delhi NCR,Freelancers,Male,Married,40329,1285,3.1862927421954423,August,Debit Card,Apparel
787,ATQCUS3196,21-24,Mumbai,Salaried Other Employees,Male,Single,30491,51,0.1672624708930504,May,Debit Card,Others
788,ATQCUS2891,35-45,Hyderabad,Salaried IT Employees,Female,Married,70466,3498,4.964096159850141,October,Credit Card,Bills
789,ATQCUS1882,45+,Bengaluru,Freelancers,Male,Married,39079,732,1.8731287903989355,September,Net Banking,Health & Wellness
790,ATQCUS0369,25-34,Delhi NCR,Salaried Other Employees,Male,Married,40041,271,0.6768062735695911,October,Debit Card,Travel
791,ATQCUS3177,21-24,Mumbai,Salaried Other Employees,Male,Single,30745,894,2.9077898845340706,September,Net Banking,Health & Wellness
792,ATQCUS1222,35-45,Bengaluru,Salaried IT Employees,Male,Married,69490,1272,1.8304792056410994,September,UPI,Travel
793,ATQCUS0070,21-24,Bengaluru,Salaried Other Employees,Male,Married,29945,823,2.748372015361496,June,Debit Card,Groceries
794,ATQCUS3862,21-24,Bengaluru,Freelancers,Female,Single,27488,162,0.5893480791618161,June,UPI,Apparel
795,ATQCUS3840,21-24,Bengaluru,Salaried IT Employees,Female,Single,48595,391,0.8046095277291903,October,Net Banking,Electronics
796,ATQCUS1393,35-45,Chennai,Salaried Other Employees,Male,Married,39923,1704,4.268216316409087,May,Debit Card,Groceries
797,ATQCUS2300,25-34,Bengaluru,Salaried Other Employees,Female,Married,40879,4027,9.851023753027228,September,Credit Card,Groceries
798,ATQCUS1037,35-45,Mumbai,Freelancers,Male,Married,35995,304,0.844561744686762,October,UPI,Travel
799,ATQCUS3588,25-34,Chennai,Salaried Other Employees,Male,Single,37971,308,0.8111453477653999,October,Net Banking,Bills
800,ATQCUS1721,45+,Mumbai,Freelancers,Male,Married,39158,194,0.4954287757290975,July,Net Banking,Health & Wellness
801,ATQCUS1466,35-45,Chennai,Freelancers,Male,Married,36440,223,0.6119648737650932,October,UPI,Health & Wellness
802,ATQCUS3253,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46360,540,1.1647972389991372,September,UPI,Travel
803,ATQCUS3648,35-45,Mumbai,Salaried IT Employees,Male,Single,64703,717,1.1081402717030122,June,UPI,Groceries
804,ATQCUS2927,35-45,Hyderabad,Salaried Other Employees,Female,Married,40818,1430,3.503356362389142,June,UPI,Entertainment
805,ATQCUS2387,25-34,Chennai,Salaried IT Employees,Female,Married,64856,764,1.1779943258912051,June,Credit Card,Groceries
806,ATQCUS1073,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68238,1326,1.9431988041853512,October,Credit Card,Bills
807,ATQCUS0669,25-34,Chennai,Salaried Other Employees,Male,Married,38910,262,0.673348753533796,May,Debit Card,Groceries
808,ATQCUS2009,21-24,Mumbai,Salaried IT Employees,Female,Married,46302,1144,2.470735605373418,October,UPI,Food
809,ATQCUS3241,21-24,Mumbai,Government Employees,Male,Single,42280,362,0.8561967833491012,July,Net Banking,Bills
810,ATQCUS2375,25-34,Chennai,Salaried IT Employees,Female,Married,64637,373,0.5770688614880022,July,UPI,Food
811,ATQCUS0926,35-45,Mumbai,Salaried IT Employees,Male,Married,61698,213,0.3452299912476904,September,UPI,Electronics
812,ATQCUS1583,35-45,Hyderabad,Business Owners,Male,Married,66855,89,0.13312392491212324,October,Net Banking,Food
813,ATQCUS0504,25-34,Bengaluru,Salaried Other Employees,Male,Married,41763,93,0.22268515192874075,October,Debit Card,Others
814,ATQCUS3953,25-34,Delhi NCR,Salaried Other Employees,Female,Single,39162,79,0.2017261631173076,June,Net Banking,Travel
815,ATQCUS1118,35-45,Delhi NCR,Salaried Other Employees,Male,Married,44390,338,0.7614327551250282,July,Net Banking,Travel
816,ATQCUS1098,35-45,Delhi NCR,Salaried IT Employees,Male,Married,69222,1611,2.327294790673485,September,Credit Card,Health & Wellness
817,ATQCUS3377,21-24,Chennai,Salaried Other Employees,Male,Single,28822,778,2.6993269030601623,September,Debit Card,Health & Wellness
818,ATQCUS0487,25-34,Bengaluru,Salaried IT Employees,Male,Married,64976,122,0.18776163506525487,August,UPI,Others
819,ATQCUS1103,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62471,189,0.30254037873573336,October,UPI,Others
820,ATQCUS1859,45+,Bengaluru,Business Owners,Male,Married,83258,103,0.12371183549929136,July,UPI,Apparel
821,ATQCUS0129,25-34,Mumbai,Salaried IT Employees,Male,Married,62599,89,0.14217479512452277,May,Net Banking,Electronics
822,ATQCUS1124,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38912,44,0.11307565789473685,August,Net Banking,Others
823,ATQCUS0314,25-34,Mumbai,Government Employees,Male,Married,50583,1124,2.2220904256370715,October,UPI,Food
824,ATQCUS3141,21-24,Mumbai,Salaried IT Employees,Male,Single,49893,116,0.23249754474575593,October,Credit Card,Others
825,ATQCUS0749,25-34,Chennai,Government Employees,Male,Married,53759,802,1.4918432262504884,July,UPI,Groceries
826,ATQCUS0398,25-34,Delhi NCR,Business Owners,Male,Married,68803,2150,3.1248637414066245,May,Credit Card,Bills
827,ATQCUS0388,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38570,1942,5.0350012963443085,September,Credit Card,Groceries
828,ATQCUS0941,35-45,Mumbai,Salaried IT Employees,Male,Married,67398,308,0.4569868542093237,October,Credit Card,Apparel
829,ATQCUS0673,25-34,Chennai,Salaried Other Employees,Male,Married,38872,583,1.4997941963366948,September,UPI,Electronics
830,ATQCUS0069,21-24,Bengaluru,Salaried IT Employees,Male,Married,46756,169,0.36145093677816753,October,UPI,Travel
831,ATQCUS0100,21-24,Chennai,Business Owners,Male,Married,57354,134,0.23363671234787461,October,Debit Card,Entertainment
832,ATQCUS1309,35-45,Bengaluru,Freelancers,Male,Married,36061,530,1.469731843265578,August,UPI,Health & Wellness
833,ATQCUS3166,21-24,Mumbai,Salaried IT Employees,Male,Single,45613,344,0.7541709600333238,October,Net Banking,Health & Wellness
834,ATQCUS1067,35-45,Delhi NCR,Salaried IT Employees,Male,Married,67321,179,0.26589028683471727,September,Net Banking,Travel
835,ATQCUS0183,25-34,Mumbai,Salaried Other Employees,Male,Married,38855,447,1.1504310899498134,August,UPI,Others
836,ATQCUS1493,35-45,Chennai,Freelancers,Male,Married,37210,1067,2.8675087342112335,July,Debit Card,Bills
837,ATQCUS2338,25-34,Bengaluru,Government Employees,Female,Married,51892,316,0.608957064672782,September,Net Banking,Groceries
838,ATQCUS0599,25-34,Chennai,Salaried IT Employees,Male,Married,59951,133,0.22184784240463046,October,Net Banking,Entertainment
839,ATQCUS3923,25-34,Mumbai,Salaried Other Employees,Female,Single,39083,1123,2.873372054345879,August,UPI,Health & Wellness
840,ATQCUS3269,21-24,Delhi NCR,Salaried Other Employees,Male,Single,29448,309,1.0493072534637327,August,UPI,Bills
841,ATQCUS2978,45+,Mumbai,Salaried Other Employees,Female,Married,44175,192,0.43463497453310695,July,UPI,Others
842,ATQCUS0225,25-34,Mumbai,Business Owners,Male,Married,69472,204,0.29364348226623677,June,UPI,Groceries
843,ATQCUS2807,35-45,Chennai,Salaried IT Employees,Female,Married,69763,1025,1.4692602095666758,October,Net Banking,Bills
844,ATQCUS1426,35-45,Chennai,Salaried Other Employees,Male,Married,40495,277,0.6840350660575379,August,Debit Card,Food
845,ATQCUS3599,25-34,Chennai,Business Owners,Male,Single,73857,270,0.3655713067143263,June,UPI,Health & Wellness
846,ATQCUS0281,25-34,Mumbai,Freelancers,Male,Married,34861,403,1.1560196207796678,May,Debit Card,Health & Wellness
847,ATQCUS0818,25-34,Hyderabad,Salaried Other Employees,Male,Married,41175,613,1.4887674559805708,August,Debit Card,Entertainment
848,ATQCUS3363,21-24,Chennai,Salaried IT Employees,Male,Single,48072,2693,5.602013646197371,June,UPI,Bills
849,ATQCUS0021,21-24,Mumbai,Salaried Other Employees,Male,Married,28332,528,1.8636171113934774,September,Credit Card,Apparel
850,ATQCUS1800,45+,Delhi NCR,Freelancers,Male,Married,41227,367,0.8901933199117082,May,Debit Card,Travel
851,ATQCUS2456,25-34,Chennai,Government Employees,Female,Married,52433,256,0.4882421375851086,July,Credit Card,Others
852,ATQCUS3752,21-24,Mumbai,Salaried IT Employees,Female,Single,45513,349,0.7668138773537231,October,Debit Card,Travel
853,ATQCUS0930,35-45,Mumbai,Salaried IT Employees,Male,Married,65866,737,1.1189384507940363,June,UPI,Groceries
854,ATQCUS0605,25-34,Chennai,Salaried IT Employees,Male,Married,63972,120,0.18758206715438006,August,Net Banking,Health & Wellness
855,ATQCUS3873,21-24,Chennai,Salaried IT Employees,Female,Single,47722,869,1.8209630778257409,October,UPI,Electronics
856,ATQCUS3015,45+,Delhi NCR,Salaried IT Employees,Female,Married,64964,198,0.3047841881657533,September,UPI,Apparel
857,ATQCUS2404,25-34,Chennai,Salaried Other Employees,Female,Married,41894,483,1.1529097245428939,May,Credit Card,Apparel
858,ATQCUS2163,25-34,Mumbai,Freelancers,Female,Married,34843,103,0.29561174410929025,June,UPI,Others
859,ATQCUS1652,45+,Mumbai,Salaried IT Employees,Male,Married,69237,575,0.8304808122824501,July,Credit Card,Bills
860,ATQCUS2050,21-24,Bengaluru,Salaried Other Employees,Female,Married,29283,1080,3.688146706280094,July,UPI,Electronics
861,ATQCUS2014,21-24,Mumbai,Salaried Other Employees,Female,Married,31869,126,0.3953685399604632,May,Net Banking,Electronics
862,ATQCUS1279,35-45,Bengaluru,Business Owners,Male,Married,74899,177,0.23631824189909076,September,Debit Card,Apparel
863,ATQCUS3189,21-24,Mumbai,Salaried Other Employees,Male,Single,30212,254,0.8407255395207203,October,Net Banking,Food
864,ATQCUS0897,35-45,Mumbai,Salaried IT Employees,Male,Married,67184,1466,2.1820671588473446,May,Debit Card,Groceries
865,ATQCUS1876,45+,Bengaluru,Freelancers,Male,Married,40484,1097,2.7097124790040508,July,Credit Card,Groceries
866,ATQCUS3249,21-24,Delhi NCR,Salaried IT Employees,Male,Single,46453,466,1.0031644888381805,September,Debit Card,Apparel
867,ATQCUS0969,35-45,Mumbai,Salaried Other Employees,Male,Married,43264,746,1.7242973372781065,October,UPI,Entertainment
868,ATQCUS2999,45+,Mumbai,Business Owners,Female,Married,75987,438,0.5764143866714043,August,UPI,Apparel
869,ATQCUS2592,35-45,Mumbai,Salaried Other Employees,Female,Married,39120,2181,5.575153374233128,August,Debit Card,Health & Wellness
870,ATQCUS1113,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40299,346,0.8585820988113848,June,Debit Card,Apparel
871,ATQCUS2962,45+,Mumbai,Salaried IT Employees,Female,Married,69837,969,1.3875166459040336,July,Credit Card,Groceries
872,ATQCUS1810,45+,Delhi NCR,Government Employees,Male,Married,57862,694,1.1994054820089177,July,UPI,Travel
